City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
470,Qaqortoq,GL,60.7167,-46.0333,13.28,80,5,9.04,clear sky
471,Yar-Sale,RU,66.8333,70.8333,28.24,86,100,13.98,overcast clouds
472,Traverse City,US,44.7631,-85.6206,26.71,78,40,9.22,scattered clouds
473,Iwanai,JP,42.9744,140.5089,23.9,79,100,20.89,light snow
474,Agirish,RU,61.9247,63.0231,13.35,92,100,7.27,overcast clouds
475,Omsukchan,RU,62.5333,155.8,-15.95,85,50,3.83,scattered clouds
476,Ranong,TH,9.9658,98.6348,76.93,90,100,6.55,moderate rain
477,Port Blair,IN,11.6667,92.75,84.24,79,40,10.36,scattered clouds
478,Upernavik,GL,72.7868,-56.1549,19.17,70,100,18.75,overcast clouds
479,Tadine,NC,-21.55,167.8833,79.34,80,100,4.79,moderate rain
480,Looc,PH,12.2605,121.9926,86.13,67,71,8.25,broken clouds
481,Rebrikha,RU,53.0733,82.3408,-2.56,95,100,4.14,overcast clouds
482,Kuching,MY,1.55,110.3333,86.29,79,40,4.61,scattered clouds
483,Taltal,CL,-25.4,-70.4833,65.77,70,7,5.73,clear sky
484,Keuruu,FI,62.2667,24.7,23.18,99,92,0.69,overcast clouds
485,Piedade,BR,-23.7119,-47.4278,66.74,96,100,4.18,overcast clouds
486,Khuzhir,RU,53.1939,107.3397,9.32,68,100,12.28,overcast clouds
487,Narsaq,GL,60.9167,-46.05,10.99,69,2,9.28,clear sky
488,Shenkursk,RU,62.1091,42.896,11.91,90,88,6.08,overcast clouds
489,Mirnyy,RU,62.5353,113.9611,6.24,84,100,15.99,overcast clouds
490,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.16,99,80,0.36,broken clouds
491,Yambio,SS,4.5721,28.3955,68.65,66,38,1.7,scattered clouds
492,Jutai,BR,-5.1833,-68.9,72.16,98,89,1.68,overcast clouds
493,Gushikawa,JP,26.3544,127.8686,80.6,83,40,6.91,scattered clouds
494,Gilgit,PK,35.9221,74.3087,44.2,50,81,2.06,broken clouds
495,Udachnyy,RU,66.4167,112.4,12.45,85,100,27.87,light snow
496,Vanavara,RU,60.34,102.2797,-6.43,96,79,7.45,broken clouds
497,Bondoukou,CI,8.0333,-2.8,71.2,91,36,2.51,scattered clouds
498,Mwinilunga,ZM,-11.7358,24.4293,59.27,92,31,1.7,scattered clouds
499,Sao Sepe,BR,-30.1606,-53.5653,67.48,94,32,4.94,scattered clouds
500,Cairns,AU,-16.9167,145.7667,89.06,54,40,16.11,moderate rain
501,Dragoman,BG,42.9189,22.9317,42.91,95,100,5.99,overcast clouds
502,Hamilton,US,39.1834,-84.5333,32.63,77,22,1.99,few clouds
503,Beringovskiy,RU,63.05,179.3167,34.52,99,100,14.56,snow
504,Hoganas,SE,56.1997,12.558,34.48,65,96,11.99,overcast clouds
505,Sistranda,NO,63.7256,8.834,28.36,63,28,7.92,scattered clouds
506,Oranjemund,NA,-28.55,16.4333,56.43,88,5,8.41,clear sky
507,Bilma,NE,18.6853,12.9164,69.71,24,4,8.81,clear sky
508,Burgersdorp,ZA,-30.9977,26.3286,54.37,71,4,3.62,clear sky
509,Orlik,RU,52.5178,99.825,-8.28,83,72,2.19,broken clouds
510,Timra,SE,62.487,17.3257,25.68,86,100,6.91,overcast clouds
511,Antofagasta,CL,-23.65,-70.4,61.88,69,25,5.59,scattered clouds
512,Imbituba,BR,-28.24,-48.6703,72.63,98,100,8.14,light rain
513,Bonthe,SL,7.5264,-12.505,75.31,87,79,2.28,moderate rain
514,Balaipungut,ID,1.05,101.2833,80.55,86,100,2.51,overcast clouds
515,Ikovka,RU,55.6089,64.9375,1.83,84,74,7.09,broken clouds
516,Hobyo,SO,5.3505,48.5268,79.56,68,65,19.57,broken clouds
517,San Juan,AR,-31.5375,-68.5364,83.35,25,100,7.56,light rain
518,Ust-Maya,RU,60.4167,134.5333,-18.17,95,100,1.3,overcast clouds
519,Villarrica,PY,-25.75,-56.4333,70.29,94,31,3.11,scattered clouds
520,Besikduzu,TR,41.052,39.2284,53.49,87,98,1.1,overcast clouds
521,Hami,CN,42.8,93.45,24.37,44,2,4.83,clear sky
522,Bengkulu,ID,-3.8004,102.2655,82.04,71,28,5.41,scattered clouds
523,Trincomalee,LK,8.5711,81.2335,81.25,78,84,8.84,broken clouds
524,Norrtalje,SE,59.758,18.705,32.02,70,100,5.03,overcast clouds
525,Mocuba,MZ,-16.8392,36.9856,77.09,70,0,4.18,clear sky
526,Valparaiso,CL,-33.0393,-71.6273,63.48,100,0,5.75,clear sky
527,Fram,PY,-26.9833,-55.8833,75.79,93,23,3.58,few clouds
528,Ukiah,US,39.1502,-123.2078,47.16,94,100,0.0,overcast clouds
529,Tigil,RU,57.8,158.6667,-1.12,89,61,5.37,broken clouds
530,Kabompo,ZM,-13.5927,24.2008,60.4,70,33,3.22,scattered clouds
531,Grindavik,IS,63.8424,-22.4338,39.67,93,75,5.75,light intensity drizzle
532,San Jose,US,37.3394,-121.895,54.68,94,100,4.61,moderate rain
533,Kichera,RU,55.9375,110.0997,-1.26,85,93,1.54,overcast clouds
534,Kholmogory,RU,64.2229,41.656,14.22,90,73,6.35,broken clouds
535,Yerbogachen,RU,61.2767,108.0108,-2.63,95,100,11.36,overcast clouds
536,Dwarka,IN,22.2394,68.9678,76.71,40,18,13.11,few clouds
537,Andros Town,BS,24.7,-77.7667,77.27,58,36,19.82,scattered clouds
538,Paraiso,CR,9.8383,-83.8656,63.46,91,95,3.11,overcast clouds
539,Ayagoz,KZ,47.9714,80.4392,10.76,81,100,2.08,overcast clouds
540,Laguna,US,38.421,-121.4238,44.89,95,100,9.22,moderate rain
541,Johi,PK,26.6921,67.6133,68.18,25,0,5.12,clear sky
542,Kissidougou,GN,9.1848,-10.0999,67.32,95,70,3.27,broken clouds
543,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.16,93,100,19.57,light rain
544,Progreso,MX,21.2833,-89.6667,77.41,75,0,17.16,clear sky
545,Vytegra,RU,61.0064,36.4481,19.56,83,100,11.25,overcast clouds
546,Sombrio,BR,-29.1139,-49.6167,76.93,97,100,2.84,overcast clouds
547,Cotonou,BJ,6.3654,2.4183,80.58,89,20,9.22,few clouds
548,Hirara,JP,24.8,125.2833,80.87,69,40,8.05,scattered clouds
549,Northam,GB,51.0333,-4.2167,41.4,70,100,14.34,overcast clouds
550,Bilibino,RU,68.0546,166.4372,7.25,93,100,3.22,light snow
551,Turukhansk,RU,65.8167,87.9833,-14.6,99,97,5.06,overcast clouds
552,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,2.19,90,100,7.34,overcast clouds
553,Opuwo,NA,-18.0607,13.84,68.45,42,26,2.48,scattered clouds
554,Zhigansk,RU,66.7697,123.3711,-20.0,98,100,20.18,light snow
555,Esso,RU,55.9333,158.7,-0.9,98,58,2.91,broken clouds
556,Namatanai,PG,-3.6667,152.4333,84.96,68,77,5.19,light rain
557,Changping,CN,40.2186,116.2197,31.64,14,6,1.25,clear sky
558,Kinsale,IE,51.7075,-8.5306,42.17,87,75,13.8,broken clouds
559,Mitu,CO,1.1983,-70.1733,74.26,81,98,2.51,overcast clouds
560,Boueni,YT,-12.9025,45.0761,80.58,74,4,10.98,clear sky
561,Miles City,US,46.4083,-105.8406,13.86,86,5,4.16,clear sky
562,Boyolangu,ID,-8.1181,111.8935,84.65,68,99,5.08,overcast clouds
563,Praia,CV,14.9215,-23.5087,68.54,68,20,6.91,few clouds
564,Kropotkin,RU,45.4375,40.5756,24.13,69,8,22.1,clear sky
565,Lincoln,US,40.8,-96.667,28.53,56,98,7.0,overcast clouds
566,Moyale,KE,3.5167,39.0584,66.52,74,92,4.88,overcast clouds
567,Svetlogorsk,BY,52.6333,29.7333,19.17,90,99,9.06,overcast clouds
568,Vila Velha,BR,-20.3297,-40.2925,71.94,98,100,2.3,overcast clouds
569,Adrar,MR,20.5022,-10.0711,66.27,25,0,5.12,clear sky
570,Punto Fijo,VE,11.6956,-70.1996,77.79,80,49,10.29,scattered clouds
571,Hokitika,NZ,-42.7167,170.9667,59.7,68,80,13.04,broken clouds
572,Schmallenberg,DE,51.15,8.3,28.51,91,99,4.41,overcast clouds
573,Escanaba,US,45.7453,-87.0646,21.51,74,77,15.01,broken clouds
574,Hofn,IS,64.2539,-15.2082,36.43,56,0,5.73,clear sky
575,Behshahr,IR,36.6923,53.5526,48.15,91,100,3.67,light rain
576,Broceni,LV,56.7,22.5333,25.65,96,100,5.66,overcast clouds
577,Watrous,CA,51.6668,-105.4679,1.18,66,60,14.97,broken clouds
578,Kyren,RU,51.6828,102.1408,4.46,75,78,0.63,broken clouds
579,Gorontalo,ID,0.5412,123.0595,87.21,65,100,2.95,overcast clouds
580,Huarmey,PE,-10.0681,-78.1522,66.42,87,1,7.4,clear sky
581,Kagadi,UG,0.9606,30.7967,61.36,92,93,2.82,overcast clouds
582,Santa Barbara,US,34.7333,-120.0343,54.79,95,100,5.75,overcast clouds
583,Chardara,KZ,41.2547,67.9692,26.01,58,100,11.41,overcast clouds
584,Gualaquiza,EC,-3.4,-78.55,60.89,98,88,1.86,overcast clouds
585,Tessalit,ML,20.1986,1.0114,70.14,18,11,6.6,few clouds
586,Yarmouth,US,41.7057,-70.2286,51.01,80,100,31.0,overcast clouds
587,Elk Plain,US,47.0532,-122.3976,37.22,84,0,0.0,clear sky
588,Oistins,BB,13.0667,-59.5333,78.89,78,20,9.22,few clouds
589,Fereydun Kenar,IR,36.6864,52.5225,48.7,84,100,10.51,moderate rain
590,Severiano Melo,BR,-5.7772,-37.9578,78.8,61,100,8.3,overcast clouds
591,Castrillon,ES,43.3979,-6.7922,36.34,90,45,3.29,scattered clouds
592,Palauig,PH,15.435,119.9045,88.02,59,77,5.21,broken clouds
593,Kachug,RU,53.9606,105.8817,3.63,81,100,3.02,overcast clouds
594,Fort Nelson,CA,58.8053,-122.7002,37.94,70,94,5.01,overcast clouds
595,Maragogi,BR,-9.0122,-35.2225,76.42,85,6,10.33,clear sky
596,Sakakah,SA,29.9697,40.2064,56.77,77,96,8.57,overcast clouds
597,Campbell River,CA,50.0163,-125.2446,31.53,100,20,3.44,fog
598,Saint-Augustin,CA,51.226,-58.6502,35.17,84,100,19.82,light snow
599,Bratsk,RU,56.1325,101.6142,-1.66,85,99,8.03,overcast clouds
600,Ishim,RU,56.1128,69.4902,2.21,94,100,6.11,overcast clouds
601,Belaya Gora,RU,68.5333,146.4167,-16.37,94,100,4.94,overcast clouds
602,High Level,CA,58.5169,-117.136,30.31,64,100,11.5,overcast clouds
603,Piacabucu,BR,-10.4056,-36.4344,74.97,88,100,8.12,overcast clouds
604,Darhan,MN,49.4867,105.9228,-1.41,73,19,5.37,few clouds
605,Skjervoy,NO,70.0311,20.9714,24.8,67,1,11.68,clear sky
606,Port Lincoln,AU,-34.7333,135.8667,72.07,59,90,16.6,overcast clouds
607,San Cristobal,VE,7.7669,-72.225,66.38,96,96,3.42,overcast clouds
608,Lokosovo,RU,61.1333,74.8167,7.83,98,96,3.85,overcast clouds
609,Urucara,BR,-2.5364,-57.76,73.71,96,100,1.45,overcast clouds
610,Baruun-Urt,MN,46.6806,113.2792,4.17,63,6,11.65,clear sky
611,Edea,CM,3.8,10.1333,75.63,95,100,1.12,overcast clouds
612,Sandi,IN,27.3,79.95,67.1,38,0,4.54,clear sky
613,Alyangula,AU,-13.8483,136.4192,89.67,47,93,6.33,overcast clouds
614,Ahuimanu,US,21.4447,-157.8378,76.6,83,18,7.0,few clouds
615,Tuatapere,NZ,-46.1333,167.6833,57.94,74,100,8.95,light rain
616,Knysna,ZA,-34.0363,23.0471,58.42,76,56,2.51,broken clouds
617,Koygorodok,RU,60.445,50.9968,3.9,97,33,2.82,scattered clouds
618,Chojnice,PL,53.6955,17.557,31.17,95,100,9.26,overcast clouds
619,Okhotsk,RU,59.3833,143.3,-16.17,89,100,11.77,overcast clouds
620,Benguela,AO,-12.5763,13.4055,75.76,83,100,2.89,overcast clouds
621,Pangkalanbuun,ID,-2.6833,111.6167,89.96,54,100,3.27,overcast clouds
622,Nanakuli,US,21.3906,-158.1547,76.86,72,11,12.06,few clouds
623,Fukue,JP,32.6881,128.8419,59.36,67,75,16.11,light rain
624,Abaujszanto,HU,48.2833,21.2,38.46,89,100,3.2,overcast clouds
625,Beni Mazar,EG,28.4962,30.8029,57.79,80,92,12.3,overcast clouds
626,Russell,US,32.3502,-85.1999,63.68,100,100,0.0,fog
627,Naantali,FI,60.4674,22.0243,26.11,93,100,2.3,overcast clouds
628,Dumitra,RO,47.2167,24.4833,35.28,86,99,2.8,overcast clouds
629,Rudbar,AF,30.15,62.6,53.74,28,1,1.19,clear sky
630,Mehran,IR,33.1222,46.1646,58.73,65,100,5.61,overcast clouds
631,Starosubkhangulovo,RU,53.1031,57.4423,-4.13,98,8,1.66,clear sky
632,Bukoba,TZ,-1.3317,31.8122,67.98,88,40,0.0,scattered clouds
633,Pochutla,MX,15.7432,-96.4661,74.82,64,0,3.76,clear sky
634,Grand-Santi,GF,4.25,-54.3833,71.67,99,99,1.12,overcast clouds
635,Sinsheim,DE,49.2529,8.8787,36.57,88,100,10.49,overcast clouds
636,San Angelo,US,31.4638,-100.437,46.54,55,99,4.0,overcast clouds
637,La Rioja,ES,42.25,-2.5,29.98,88,23,4.43,few clouds
638,Verkhnetulomskiy,RU,68.6073,31.7962,10.53,98,81,1.19,broken clouds
639,Makakilo City,US,21.3469,-158.0858,75.43,79,8,12.71,clear sky
640,Tupik,RU,54.4253,119.9327,-6.7,82,75,2.77,broken clouds
641,Murfreesboro,US,35.8456,-86.3903,39.58,79,0,0.0,clear sky
642,Katherine,AU,-14.4667,132.2667,97.12,30,100,10.36,overcast clouds
643,Porto Novo,BJ,6.4965,2.6036,80.42,88,14,3.87,few clouds
644,Riyadh,SA,24.6877,46.7219,60.94,36,5,7.61,clear sky
645,Acarigua,VE,9.5545,-69.1956,72.81,81,100,4.83,overcast clouds
646,Dom Pedrito,BR,-30.9828,-54.6731,66.56,96,56,4.16,broken clouds
647,Kargil,IN,34.5667,76.1,22.01,37,8,1.03,clear sky
648,Weymouth,US,42.2209,-70.9398,45.19,67,69,5.01,broken clouds
649,Racoviteni,RO,45.3667,26.9,34.81,89,100,4.45,overcast clouds
650,Chimoio,MZ,-19.1164,33.4833,69.49,78,4,2.73,clear sky
651,Ambrolauri,GE,42.5211,43.1622,37.13,91,93,4.18,overcast clouds
652,Slyudyanka,RU,51.6594,103.7061,11.41,73,98,2.95,overcast clouds
653,Krasnogvardeyskiy,RU,57.3793,62.3195,8.53,88,100,6.4,overcast clouds
654,Mogzon,RU,51.7435,111.9606,3.81,76,100,13.67,overcast clouds
655,Elizabeth City,US,36.2946,-76.2511,62.02,94,97,5.01,overcast clouds
656,Yaan,NG,7.3833,8.5667,71.98,66,1,5.46,clear sky
657,Lithgow,AU,-33.4833,150.15,76.6,24,1,5.26,clear sky
658,Chunoyar,RU,57.4467,97.3217,0.91,95,96,4.83,overcast clouds
659,Panaba,MX,21.2833,-88.2667,74.28,86,28,10.16,scattered clouds
660,Limbazi,LV,57.5129,24.7194,27.01,97,100,4.41,overcast clouds
661,Manzil Salim,TN,35.8567,8.4765,46.26,51,0,5.46,clear sky
662,Rapid Valley,US,44.0625,-103.1463,29.52,50,0,4.0,clear sky
663,Pyapon,MM,16.2833,95.6833,85.8,63,31,6.51,scattered clouds
664,Paita,PE,-5.0892,-81.1144,66.31,86,30,9.28,scattered clouds
665,Teya,RU,60.3778,92.6267,-6.99,98,91,3.33,overcast clouds
666,Coquimbo,CL,-29.9533,-71.3436,58.73,88,0,2.3,clear sky
667,Thai Binh,VN,20.45,106.3333,68.54,77,100,7.16,overcast clouds
668,Ossora,RU,59.2353,163.0719,5.41,84,3,8.19,clear sky
669,Huoqiu,CN,32.3394,116.2694,39.42,85,100,10.27,overcast clouds
670,Peleduy,RU,59.6289,112.7406,0.9,94,100,13.71,light snow
671,Manoel Urbano,BR,-8.8389,-69.2597,71.53,86,100,2.59,overcast clouds
672,Catuday,PH,16.2923,119.8062,85.26,63,31,6.91,scattered clouds
673,Merida,MX,20.9667,-89.6167,75.38,77,0,8.79,clear sky
674,Parana,AR,-31.732,-60.5238,73.54,62,0,8.9,clear sky
675,Luganville,VU,-15.5333,167.1667,86.31,68,100,9.62,overcast clouds
676,Manggar,ID,-2.8833,108.2667,84.92,67,92,6.6,light rain
677,Sorland,NO,67.667,12.6934,37.26,75,100,18.52,overcast clouds
678,Blagoyevo,RU,63.3667,47.9167,-0.58,99,52,2.68,broken clouds
679,Auki,SB,-8.7676,160.7034,85.89,61,94,3.04,overcast clouds
680,Winnemucca,US,40.973,-117.7357,31.8,71,100,6.33,overcast clouds
681,Banda Aceh,ID,5.5577,95.3222,81.99,70,99,3.2,light rain
682,Natal,BR,-5.795,-35.2094,77.22,78,40,9.22,scattered clouds
683,Techiman,GH,7.5862,-1.9414,69.42,90,53,2.53,broken clouds
684,Ust-Tsilma,RU,65.441,52.1498,-8.5,100,47,2.21,scattered clouds
685,Shenavan,AM,40.0549,43.9288,42.31,77,94,2.95,overcast clouds
686,Pyaozerskiy,RU,65.8333,31.1667,20.88,95,100,5.93,light snow
687,Araouane,ML,18.9048,-3.5265,72.86,19,87,10.56,overcast clouds
688,Ust-Kalmanka,RU,52.1207,83.305,-3.19,92,100,3.96,overcast clouds
689,Potosi,BO,-19.5836,-65.7531,42.06,68,48,5.68,scattered clouds
690,Sinnamary,GF,5.3833,-52.95,76.14,88,82,5.97,broken clouds
691,Kannur,IN,11.8675,75.3576,83.08,63,22,4.68,few clouds
692,Donegal,IE,54.65,-8.1167,41.23,85,100,6.6,overcast clouds
693,Mirabad,AF,30.4362,61.8383,51.89,29,0,3.91,clear sky
694,Namwala,ZM,-15.7504,26.4384,66.63,42,6,4.16,clear sky
695,Aitape,PG,-3.1374,142.3475,79.32,86,100,7.52,heavy intensity rain
696,Portland,US,45.5234,-122.6762,39.2,59,35,18.99,scattered clouds
697,Bucovat,RO,44.3,23.75,37.49,94,75,9.22,broken clouds
698,Madang,PG,-5.2246,145.7966,83.26,80,89,6.02,overcast clouds
699,Nanaimo,CA,49.1663,-123.936,36.77,91,21,8.79,light rain
700,Kiskunlachaza,HU,47.1884,19.0093,39.04,90,100,10.22,overcast clouds
701,Saint-Denis,FR,48.9167,2.3333,37.18,87,100,12.66,overcast clouds
702,Ust-Kuyga,RU,70.0167,135.6,-9.0,98,100,10.11,light snow
703,Scandicci,IT,43.7542,11.1879,52.54,95,75,4.61,broken clouds
704,Naze,JP,28.3667,129.4833,69.89,80,81,4.72,broken clouds
